"GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","COUNTRY","SEX","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"WHOSIS_000001","PUBLISHED","2015","AMR","","NIC","FMLE","77.3","77.31888","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AMR","","NIC","BTSX","74.6","74.61766","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","NLD","MLE","79.7","79.66799","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","NLD","FMLE","82.8","82.81586","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","NLD","BTSX","81.3","81.28043","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","NOR","MLE","81.1","81.07995","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","NOR","FMLE","84.1","84.12942","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","NOR","BTSX","82.6","82.61812","","","","",""
"WHOSIS_000001","PUBLISHED","2019","SEAR","","NPL","MLE","68.9","68.87744","","","","",""
"WHOSIS_000001","PUBLISHED","2019","SEAR","","NPL","FMLE","72.7","72.74822","","","","",""
"WHOSIS_000001","PUBLISHED","2000","WPR","","NZL","MLE","76.0","75.99710","","","","",""
"WHOSIS_000001","PUBLISHED","2000","WPR","","NZL","FMLE","81.1","81.05739","","","","",""
"WHOSIS_000001","PUBLISHED","2000","WPR","","NZL","BTSX","78.6","78.57108","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EMR","","OMN","MLE","67.3","67.26381","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EMR","","OMN","FMLE","71.5","71.52737","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EMR","","OMN","BTSX","69.1","69.07159","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EMR","","PAK","MLE","61.5","61.52513","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EMR","","PAK","FMLE","63.9","63.89640","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EMR","","PAK","BTSX","62.6","62.64254","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AMR","","PAN","MLE","74.6","74.63370","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AMR","","PAN","FMLE","80.6","80.64902","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AMR","","PAN","BTSX","77.5","77.53473","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AMR","","PAN","BTSX","78.7","78.71516","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AMR","","PER","MLE","77.6","77.55082","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AMR","","PER","FMLE","80.6","80.55713","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AMR","","PER","BTSX","79.1","79.07546","","","","",""
"WHOSIS_000001","PUBLISHED","2015","WPR","","PHL","MLE","67.1","67.12744","","","","",""
"WHOSIS_000001","PUBLISHED","2015","WPR","","PHL","FMLE","73.7","73.66255","","","","",""
"WHOSIS_000001","PUBLISHED","2019","WPR","","PHL","BTSX","70.4","70.42632","","","","",""
"WHOSIS_000001","PUBLISHED","2019","WPR","","PNG","MLE","63.4","63.40222","","","","",""
"WHOSIS_000001","PUBLISHED","2019","WPR","","PNG","FMLE","67.4","67.36317","","","","",""
"WHOSIS_000001","PUBLISHED","2019","WPR","","PNG","BTSX","65.3","65.30473","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","POL","MLE","74.5","74.52794","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","POL","FMLE","81.9","81.92800","","","","",""
"WHOSIS_000001","PUBLISHED","2000","SEAR","","PRK","MLE","60.8","60.79063","","","","",""
"WHOSIS_000001","PUBLISHED","2000","SEAR","","PRK","FMLE","66.8","66.83568","","","","",""
"WHOSIS_000001","PUBLISHED","2000","SEAR","","PRK","BTSX","64.0","63.95288","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","PRT","MLE","73.1","73.06886","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","PRT","FMLE","80.1","80.07466","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","PRT","BTSX","76.6","76.58447","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","PRT","BTSX","79.7","79.73194","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AMR","","PRY","MLE","72.5","72.46760","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AMR","","PRY","FMLE","77.7","77.72924","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AMR","","PRY","BTSX","75.0","74.98831","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EMR","","QAT","MLE","75.0","74.96882","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EMR","","AFG","MLE","59.6","59.60036","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EMR","","AFG","FMLE","60.3","60.29720","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EMR","","AFG","BTSX","59.9","59.94055","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AFR","","AGO","MLE","55.8","55.77834","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AFR","","AGO","FMLE","60.5","60.52821","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AFR","","AGO","BTSX","58.1","58.06943","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","AGO","BTSX","61.7","61.71907","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","ALB","MLE","76.1","76.10220","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","ALB","FMLE","79.7","79.68682","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","ALB","BTSX","77.8","77.84428","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EMR","","ARE","MLE","74.3","74.25413","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EMR","","ARE","FMLE","77.8","77.84315","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EMR","","ARE","BTSX","76.1","76.07952","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AMR","","ARG","MLE","73.5","73.51080","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AMR","","ARG","FMLE","79.5","79.50281","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AMR","","ARG","BTSX","76.6","76.57514","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","ARM","MLE","72.5","72.48704","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","ARM","FMLE","79.2","79.16326","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","ARM","BTSX","71.9","71.88136","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","","ATG","MLE","72.0","71.99642","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","","ATG","FMLE","77.0","76.95264","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","","ATG","BTSX","74.6","74.56184","","","","",""
"WHOSIS_000001","PUBLISHED","2000","WPR","","AUS","MLE","77.1","77.12505","","","","",""
"WHOSIS_000001","PUBLISHED","2000","WPR","","AUS","FMLE","82.2","82.24073","","","","",""
"WHOSIS_000001","PUBLISHED","2010","WPR","","AUS","BTSX","81.9","81.90430","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","AUT","MLE","77.6","77.64973","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","AUT","FMLE","83.0","82.98865","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","AUT","BTSX","80.4","80.38560","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","AZE","MLE","66.3","66.28625","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","AZE","FMLE","71.8","71.82773","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","AZE","BTSX","70.7","70.67070","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","BDI","MLE","59.8","59.83564","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","BDI","FMLE","64.3","64.26167","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","BDI","BTSX","62.0","62.04675","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","BEL","MLE","78.5","78.48286","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","BEL","FMLE","82.9","82.86372","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","BEL","FMLE","83.5","83.50694","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","BEL","BTSX","81.4","81.42305","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","BEN","MLE","61.2","61.19024","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","BEN","FMLE","65.7","65.66406","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","BEN","BTSX","63.4","63.42606","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","BFA","MLE","60.1","60.06457","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","","BFA","BTSX","51.6","51.64145","","","","",""
"WHOSIS_000001","PUBLISHED","2000","SEAR","","BGD","MLE","64.1","64.07050","","","","",""
"WHOSIS_000001","PUBLISHED","2000","SEAR","","BGD","FMLE","67.4","67.35784","","","","",""
"WHOSIS_000001","PUBLISHED","2000","SEAR","","BGD","BTSX","65.6","65.58728","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","BGR","MLE","68.4","68.40388","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","BGR","FMLE","75.0","74.96658","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","BGR","BTSX","73.6","73.64205","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EMR","","BHR","MLE","73.8","73.84880","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EMR","","BHR","FMLE","75.3","75.34072","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EMR","","BHR","BTSX","74.5","74.51688","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AMR","","BHS","MLE","69.6","69.64163","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AMR","","BHS","FMLE","76.1","76.07729","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AMR","","BHS","BTSX","72.9","72.91566","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","BIH","MLE","73.9","73.94138","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","BIH","FMLE","78.6","78.64929","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","BIH","BTSX","76.3","76.31874","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","BLR","MLE","68.6","68.55762","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","BLR","FMLE","79.6","79.62104","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","BLR","BTSX","74.8","74.80977","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AMR","","BLZ","MLE","71.4","71.36353","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AMR","","BLZ","FMLE","77.8","77.76621","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AMR","","BLZ","BTSX","74.4","74.40823","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AMR","","BOL","MLE","71.1","71.14804","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","","BOL","FMLE","67.2","67.24576","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","","BOL","BTSX","66.0","66.01998","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","","BRA","MLE","67.9","67.89800","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","","BRA","FMLE","75.2","75.18223","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","","BRA","BTSX","71.5","71.46612","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","","BRB","MLE","72.1","72.12577","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AMR","","BRB","FMLE","77.2","77.20181","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AMR","","BRB","BTSX","75.9","75.88476","","","","",""
"WHOSIS_000001","PUBLISHED","2010","WPR","","BRN","MLE","73.3","73.34856","","","","",""
"WHOSIS_000001","PUBLISHED","2010","WPR","","BRN","FMLE","75.8","75.84433","","","","",""
"WHOSIS_000001","PUBLISHED","2010","WPR","","BRN","BTSX","74.6","74.56700","","","","",""
"WHOSIS_000001","PUBLISHED","2010","SEAR","","BTN","MLE","69.9","69.86668","","","","",""
"WHOSIS_000001","PUBLISHED","2015","SEAR","","BTN","FMLE","73.5","73.45096","","","","",""
"WHOSIS_000001","PUBLISHED","2015","SEAR","","BTN","BTSX","72.2","72.15268","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","BWA","MLE","57.8","57.82610","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","BWA","FMLE","63.9","63.92690","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","BWA","BTSX","60.9","60.92577","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","CAF","MLE","50.2","50.20675","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","CAF","FMLE","56.3","56.25684","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","CAF","BTSX","53.1","53.09729","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AMR","","CAN","MLE","80.4","80.39590","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AMR","","CAN","FMLE","84.1","84.05355","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AMR","","CAN","BTSX","82.2","82.23827","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","CHE","FMLE","82.3","82.34627","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","CHE","BTSX","79.7","79.71678","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","","CHL","MLE","73.6","73.63732","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","","CHL","FMLE","79.8","79.76972","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","","CHL","BTSX","76.8","76.77242","","","","",""
"WHOSIS_000001","PUBLISHED","2000","WPR","","CHN","MLE","69.3","69.34029","","","","",""
"WHOSIS_000001","PUBLISHED","2010","WPR","","CHN","MLE","72.3","72.26303","","","","",""
"WHOSIS_000001","PUBLISHED","2010","WPR","","CHN","FMLE","77.9","77.94070","","","","",""
"WHOSIS_000001","PUBLISHED","2010","WPR","","CHN","BTSX","74.9","74.88925","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AFR","","CIV","MLE","54.8","54.80720","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AFR","","CIV","FMLE","58.9","58.93549","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AFR","","CIV","BTSX","56.6","56.61696","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","CMR","MLE","57.3","57.28968","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","CMR","FMLE","61.0","60.98839","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","CMR","BTSX","59.1","59.11311","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","COD","MLE","58.3","58.25044","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","COD","FMLE","62.7","62.73359","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","COD","BTSX","60.4","60.44355","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","COG","MLE","63.8","63.80726","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","COG","FMLE","65.6","65.61142","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","COG","BTSX","64.7","64.73853","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AMR","","COL","MLE","76.7","76.69210","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AMR","","COL","FMLE","81.9","81.87032","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AMR","","COL","BTSX","79.3","79.31356","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","","COM","MLE","60.2","60.15296","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","","COM","FMLE","62.9","62.85692","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","","COM","BTSX","61.5","61.50557","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","","CPV","MLE","66.9","66.88631","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","","CPV","FMLE","74.6","74.61189","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","","CPV","BTSX","71.0","70.97066","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AMR","","CRI","MLE","77.0","76.98176","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AMR","","CRI","FMLE","82.2","82.21595","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AMR","","CRI","BTSX","79.6","79.55984","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AMR","","CUB","MLE","75.5","75.54917","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AMR","","CUB","FMLE","79.8","79.82246","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AMR","","CUB","BTSX","77.7","77.65455","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","CYP","MLE","79.9","79.88566","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","CYP","FMLE","84.1","84.11644","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","CYP","BTSX","82.0","82.01412","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","CZE","MLE","75.6","75.56622","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","CZE","FMLE","81.3","81.29614","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","CZE","BTSX","79.1","79.13030","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","DEU","MLE","78.7","78.72021","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","DEU","FMLE","84.8","84.77129","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","DEU","BTSX","81.7","81.72252","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EMR","","DJI","MLE","64.1","64.09922","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EMR","","DJI","FMLE","67.8","67.77696","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","DNK","MLE","74.7","74.66221","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","DNK","FMLE","79.1","79.12770","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","DNK","BTSX","76.9","76.93244","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","","DOM","MLE","70.2","70.22039","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","","DOM","FMLE","76.7","76.66166","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","","DOM","BTSX","73.2","73.22090","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AMR","","DOM","BTSX","73.2","73.16863","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AFR","","DZA","MLE","75.0","74.95451","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AFR","","DZA","FMLE","76.8","76.79234","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AFR","","DZA","BTSX","75.9","75.85488","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AMR","","ECU","MLE","72.3","72.30629","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AMR","","ECU","FMLE","77.9","77.86227","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AMR","","ECU","BTSX","77.2","77.18231","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EMR","","EGY","MLE","68.2","68.21907","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EMR","","EGY","FMLE","72.9","72.89470","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EMR","","EGY","BTSX","70.5","70.49220","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","ERI","MLE","59.4","59.40457","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","ERI","FMLE","65.4","65.44547","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","ERI","BTSX","64.1","64.08144","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","ESP","MLE","80.7","80.68297","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","ESP","FMLE","85.7","85.68045","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","ESP","BTSX","83.2","83.21875","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","EST","MLE","74.7","74.69601","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","EST","BTSX","70.9","70.94411","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","","ETH","MLE","49.5","49.52137","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","","ETH","FMLE","51.7","51.69564","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","","ETH","BTSX","50.6","50.57764","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","FIN","MLE","74.1","74.12837","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","FIN","FMLE","80.9","80.91476","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","FIN","BTSX","79.9","79.87524","","","","",""
"WHOSIS_000001","PUBLISHED","2010","WPR","","FJI","MLE","65.9","65.86063","","","","",""
"WHOSIS_000001","PUBLISHED","2010","WPR","","FJI","FMLE","69.5","69.52204","","","","",""
"WHOSIS_000001","PUBLISHED","2010","WPR","","FJI","BTSX","67.6","67.60218","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","FRA","MLE","78.0","77.96297","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","FRA","FMLE","84.3","84.34424","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","FRA","FMLE","84.7","84.71786","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","FRA","BTSX","81.9","81.91320","","","","",""
"WHOSIS_000001","PUBLISHED","2015","WPR","","FSM","MLE","60.1","60.14181","","","","",""
"WHOSIS_000001","PUBLISHED","2015","WPR","","FSM","FMLE","65.7","65.66338","","","","",""
"WHOSIS_000001","PUBLISHED","2015","WPR","","FSM","BTSX","62.7","62.74269","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","GAB","MLE","62.1","62.10620","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","GAB","FMLE","69.7","69.73158","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AFR","","GAB","BTSX","66.5","66.46912","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","GBR","MLE","79.8","79.78545","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","GBR","FMLE","83.0","82.99003","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","GBR","BTSX","81.4","81.40353","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","GEO","MLE","68.8","68.79258","","","","",""
"WHOSIS_000001","PUBLISHED","2000","EUR","","GEO","BTSX","69.4","69.40902","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","","GHA","MLE","57.7","57.74979","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","","GHA","FMLE","60.8","60.79910","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","","GHA","BTSX","59.2","59.24420","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","","GIN","MLE","53.1","53.10465","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AFR","","GIN","FMLE","55.3","55.29761","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AFR","","GIN","FMLE","59.3","59.25798","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AFR","","GIN","BTSX","58.1","58.06684","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AFR","","GMB","MLE","60.6","60.59109","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AFR","","GMB","FMLE","64.5","64.46643","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AFR","","GMB","BTSX","62.4","62.42088","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AFR","","GNB","MLE","53.0","53.04755","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","GNB","FMLE","60.8","60.81285","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","GNB","BTSX","58.2","58.23238","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","GNQ","MLE","60.3","60.27850","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","GNQ","FMLE","61.8","61.83462","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AFR","","GNQ","BTSX","61.1","61.12561","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","GRC","MLE","77.8","77.84715","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","GRC","FMLE","83.6","83.56782","","","","",""
"WHOSIS_000001","PUBLISHED","2019","EUR","","GRC","BTSX","81.1","81.09948","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AMR","","GRD","MLE","70.6","70.63074","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AMR","","GRD","FMLE","75.3","75.33178","","","","",""
"WHOSIS_000001","PUBLISHED","2019","AMR","","GRD","BTSX","72.9","72.88402","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","","GTM","FMLE","70.3","70.27010","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","","GTM","BTSX","66.8","66.78309","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","","GUY","MLE","59.8","59.81106","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","","GUY","FMLE","66.5","66.50500","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","","GUY","BTSX","63.0","62.96075","","","","",""
"WHOSIS_000001","PUBLISHED","2000","AMR","","HND","MLE","69.1","69.10293","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AMR","","HND","FMLE","72.1","72.10579","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AMR","","HND","BTSX","71.1","71.14799","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","HRV","MLE","73.4","73.41486","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","HRV","FMLE","79.9","79.90900","","","","",""
"WHOSIS_000001","PUBLISHED","2010","EUR","","HRV","BTSX","76.7","76.71532","","","","",""
"WHOSIS_000001","PUBLISHED","2010","AMR","","HTI","MLE","28.0","27.96683","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AMR","","HTI","MLE","62.1","62.08983","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AMR","","HTI","FMLE","63.1","63.12614","","","","",""
"WHOSIS_000001","PUBLISHED","2015","AMR","","HTI","BTSX","62.6","62.60823","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","HUN","MLE","72.2","72.16216","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","HUN","FMLE","78.7","78.73118","","","","",""
"WHOSIS_000001","PUBLISHED","2015","EUR","","HUN","BTSX","75.6","75.56887","","","","",""
"WHOSIS_000001","PUBLISHED","2019","SEAR","","IDN","MLE","69.4","69.40128","","","","",""
"WHOSIS_000001","PUBLISHED","2019","SEAR","","IDN","FMLE","73.3","73.29897","","","","",""
"WHOSIS_000001","PUBLISHED","2019","SEAR","","IDN","BTSX","71.3","71.30966","","","","",""
"WHOSIS_000001","PUBLISHED","2019","SEAR","","IND","MLE","69.5","69.51722","","","","",""
"WHOSIS_000001","PUBLISHED","2019","SEAR","","IND","FMLE","72.2","72.16656","","","","",""
"WHOSIS_000001","PUBLISHED","2019","SEAR","","IND","BTSX","70.8","70.78756","","","","",""
